verification_status	already_in_corpus	name	organization	location	category	living_or_deceased	claimed_main_url	claimed_blog_or_articles_url	archive_url	other_urls	claimed_written_content_exists	claimed_licensing_status	claimed_platform_size	discovery_paths	corpus_match_notes	claims_source	notes	date_added	agent_verified_has_blog	agent_verification_notes	reviewed_at	review_notes	auto_link_check	auto_link_check_at	site_visited_by_human	author_identity_confirmed	licensing_posture_confirmed	content_type_confirmed	clearance_checked_at	clearance_cost_lane	blog_index_url
unverified	FALSE	Craig Groeschel	Life.Church		practitioner_teacher	unknown	https://www.craiggroeschel.com/	https://www.craiggroeschel.com/leadership-podcast			TRUE	OPEN LICENSE (Open Network resources)	large megachurch	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	leadership blog, devotionals	2026-08-19	True	real_url: https://www.craiggroeschel.com/blog | authorship: single | scale: 9+ articles, actively maintained, explicit 'By Craig Groeschel' bylines. | red_flags: Claimed URL wrong (was /leadership-podcast). Leadership/business-culture focus, not devotional -- verify corpus fit.			check_failed	2026-08-25T18:30:19.214862+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Jon Tyson	Church of the City New York		practitioner_teacher	unknown	https://jontyson.com/	https://churchofthecity.com/resources/			TRUE	standard copyright	SMALL/MEDIUM LOCAL CHURCH	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, cultural essays	2026-08-19	True	real_url: https://mycupoverflows.substack.com/ | authorship: single | scale: 8 posts Jan-Jun 2026, ~2,000 subscribers. | red_flags: Both claimed URLs are dead placeholders -- real content is on a Substack not in the source data at all.			check_failed	2026-08-25T18:30:21.265938+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Lisa Harper	Lisa Harper Ministries		practitioner_teacher	unknown	https://lisaharper.org/	https://lisaharper.org/blog/			TRUE	standard copyright	large	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	devotional articles	2026-08-19	False	real_url: https://lisaharper.org/ (no working blog) | authorship: unclear | scale: None free -- devotionals are paid books; podcast is audio. | red_flags: Claimed blog URL dead.			check_failed	2026-08-25T18:30:21.660064+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Mark Sayers	Red Church	Melbourne, Australia	practitioner_teacher	unknown	https://marksayers.co/	https://marksayers.co/articles/			TRUE	standard copyright	SMALL LOCAL CHURCH	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	cultural analysis articles, blog	2026-08-19	False	real_url: https://marksayers.co/ | authorship: n/a | scale: None. | red_flags: Book/podcast/speaker landing page only, zero indexed article pages.			check_failed	2026-08-25T18:30:21.930348+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Pete Greig	24-7 Prayer / Emmaus Road	Guildford UK	practitioner_teacher	unknown	https://petegreig.info/	https://www.24-7prayer.com/blog/			TRUE	CREATIVE COMMONS / open prayer guides	small/medium local	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	prayer guides, articles, blog	2026-08-19	True	real_url: http://www.dirtyglory.org/blog | authorship: single | scale: Substantial 800-3000+ word essays, Jan 2024-Nov 2025, longer archive indicated. | red_flags: Claimed URL wrong -- that domain is an org hub with zero individual bylines. Real personal blog is on a separate domain.			looks_like_blog	2026-08-25T18:30:24.133074+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Alain Emerson	24-7 Prayer Ireland / Emmanuel Church	Lurgan NI	practitioner_teacher	unknown	https://www.24-7prayerireland.com/	https://www.24-7prayer.com/blog/			TRUE	standard copyright	SMALL LOCAL CHURCH	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	blog articles, pastoral letters	2026-08-19	False	real_url: https://www.24-7prayer.com/blog/ | authorship: mixed | scale: Org blog active, but his own contributor page has only a placeholder bio, no articles. | red_flags: claimed_main_url and claimed_blog_or_articles_url are different unrelated organizations -- mismatch in source data.			looks_like_blog	2026-08-25T18:30:26.195968+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Emma Stark	Powerhouse Church / Glasgow Prophetic Centre	Scotland	practitioner_teacher	unknown	https://glasgowpropheticcentre.org.uk/	https://glasgowpropheticcentre.org.uk/blog/			TRUE	standard copyright	SMALL LOCAL CHURCH	Round 1, Seed B (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	prophetic articles, blog	2026-08-19	False	real_url: https://emmafaithstark.com/ (real site, no blog) | authorship: unclear | scale: None -- paid e-courses, podcast, book sales only. | red_flags: Claimed domain doesn't resolve at all.			check_failed	2026-08-25T18:30:26.309788+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Circuit Riders Music	Circuit Riders / YWAM		practitioner_teacher	unknown	https://crmusic.co/	https://circuitriders.com/news/			TRUE	standard copyright	large youth movement	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	training blogs, tour manuals -- This is a ministry/brand entity, not an individual person.	2026-08-19	False	real_url: https://circuitriders.com/ | authorship: n/a (org, not a person) | scale: None. | red_flags: Confirmed org/brand entity, no written content of any kind.			looks_like_blog	2026-08-25T18:30:29.022410+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Brian & Christy Brennt	Circuit Riders		practitioner_teacher	unknown	https://circuitriders.com/	https://circuitriders.com/news/			TRUE	standard copyright	large	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	books, articles, prophetic papers	2026-08-19	False	real_url: https://circuitriders.com/ | authorship: n/a | scale: None -- video/podcast/music only. | red_flags: Claimed 'books, articles, prophetic papers' not locatable on live site.			looks_like_blog	2026-08-25T18:30:31.293766+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Andy Byrd	YWAM Kona / Circuit Riders		practitioner_teacher	unknown	https://www.andybyrd.com/	https://circuitriders.com/news/			TRUE	standard copyright	large	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	missions articles, blog -- Source list tags this as '[ALSO APPEARS IN SEED D]' -- could not independently confirm a second appearance in Seed D as pasted; flagged for Alex to check original research notes.	2026-08-19	False	real_url: https://circuitriders.com/speaker/andy-byrd | authorship: mixed | scale: Audio/video sermon feed only, no written content. | red_flags: Claimed main domain doesn't resolve. circuitriders.com confirmed multi-speaker org hub, not his site.			looks_like_blog	2026-08-25T18:30:33.816202+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Amy Sollars	Circuit Riders / YWAM		practitioner_teacher	unknown	https://circuitriders.com/	https://circuitriders.com/news/			TRUE	standard copyright	large	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	historical vision blog posts	2026-08-19	False	real_url: https://circuitriders.com/ | authorship: unclear | scale: None -- she isn't mentioned anywhere on the site. | red_flags: Claimed URL appears to be the wrong source entirely for this person.			looks_like_blog	2026-08-25T18:30:36.290568+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Brian Barcelona	Gen Z For Jesus / One Voice Student Missions		practitioner_teacher	unknown	https://brianbarcelona.com/	https://onevoicestudentmissions.com/blog/			TRUE	standard copyright	large youth movement	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, outreach manuals	2026-08-19	False	real_url: https://brianbarcelona.com/ (empty blog) | authorship: unclear | scale: Current domain has zero posts; a decade-old legacy WordPress blog (~2012) exists but access-blocked. | red_flags: Looks abandoned; not confidently worth ingesting.			looks_like_blog	2026-08-25T18:30:37.101076+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Teo Hayashi	Dunamis Movement / Zion Church	São Paulo Brazil	practitioner_teacher	unknown	https://teohayashi.com/	https://dunamismovement.com/blog/			TRUE	standard copyright	small/medium local network	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	leadership articles, blog	2026-08-19	False	real_url: none found | authorship: n/a | scale: None -- audio/video only. | red_flags: Domain doesn't resolve; no personal written content found anywhere.			check_failed	2026-08-25T18:30:39.456932+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Michael Miller	UPPERROOM Dallas		practitioner_teacher	unknown	https://www.uroom.org/	https://www.uroom.org/resources			TRUE	standard copyright	SMALL/MEDIUM LOCAL CHURCH	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	devotional articles, teaching notes	2026-08-19	False	real_url: https://upperroom.co/ | authorship: unclear | scale: None -- video/podcast/course content only. | red_flags: Claimed domain (uroom.org) is stale, permanently redirects elsewhere.			check_failed	2026-08-25T18:30:39.832915+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Junia Hayashi	Dunamis Movement		practitioner_teacher	unknown	https://dunamismovement.com/	https://dunamismovement.com/blog/			TRUE	unstated	small/medium	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, women's blog	2026-08-19	False	real_url: unresolved -- no confirmable blog URL | authorship: unclear | scale: None locatable -- presence is Instagram/TikTok/podcast. | red_flags: Claimed URL 404s. Likely Portuguese-language if found -- translation/provenance issue.			check_failed	2026-08-25T18:30:42.063501+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Lorisa Miller	UPPERROOM Dallas		practitioner_teacher	unknown	https://www.uroom.org/	https://www.uroom.org/resources			TRUE	unstated	small/medium local	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	prayer guides, articles	2026-08-19	False	real_url: https://upperroom.co/ | authorship: mixed (org) | scale: None written, one video credit only. | red_flags: Shared org domain, no written content attributable to her.			check_failed	2026-08-25T18:30:42.279022+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Brandon Hampton	UPPERROOM Music		worship_leader_musician	unknown	https://brandonhamptonmusic.com/	https://www.uroom.org/resources			FALSE	standard copyright	small/medium	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	NO written content, audio/video	2026-08-19					check_failed	2026-08-25T18:30:42.403987+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Peter Mattis	Grace Center	Franklin TN	practitioner_teacher	unknown	https://www.ephesustrust.com/	https://www.ephesustrust.com/articles			TRUE	standard copyright	SMALL LOCAL CHURCH	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	pastoral blogs, teaching notes	2026-08-19	False	real_url: not found -- domain does not resolve, identity unconfirmed | authorship: unclear | scale: None. | red_flags: Both claimed URLs fail; no organization by this name found; identity itself unconfirmed. Likely bad source data.			check_failed	2026-08-25T18:30:42.560578+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Ray Hughes	Selah Ministries		practitioner_teacher	unknown	https://selahministries.com/	https://selahministries.com/articles/			TRUE	standard copyright	small/medium	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, historical worship studies	2026-08-19	True	real_url: https://www.rayhughes.org/articles | authorship: single | scale: 20 articles, Sept 2024-Oct 2025, actively maintained. | red_flags: Both claimed URLs wrong -- selahministries.com now redirects to a paid course store. Real blog on an entirely different domain.			check_failed	2026-08-25T18:30:42.780357+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Joel Richardson	Joel's Trumpet		practitioner_teacher	unknown	https://joelstrumpet.com/	https://joelstrumpet.com/category/articles/			TRUE	open online teaching / standard copyright	small/medium	Round 1, Seed C (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	extensive theological blog, articles	2026-08-19	True	real_url: https://joelstrumpet.com/category/blog/ | authorship: mostly single, at least one confirmed guest post | scale: ~25 posts on page 1, large archive (12+ pages), older content (2017-2019 sampled). | red_flags: Claimed URL stale. Guest post confirmed (Skip Ball) mixed into his archive -- per-post author check needed before ingest.			check_failed	2026-08-25T18:30:43.617983+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Fire and Fragrance	YWAM Kona		practitioner_teacher	unknown	https://www.fireandfragrance.com/	https://www.fireandfragrance.com/blog			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	missions blogs, school manuals -- This is a ministry/brand entity, not an individual person.	2026-08-19	False	real_url: https://www.fireandfragrance.com/ | authorship: n/a (org entity, not a person) | scale: None. | red_flags: Confirmed pure org landing page, no bylines of any kind.			check_failed	2026-08-25T18:30:43.818988+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Amy Ward	Fire & Fragrance Kona		practitioner_teacher	unknown	https://www.fireandfragrance.com/	https://www.fireandfragrance.com/blog			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	leadership articles, blog	2026-08-19	True	real_url: http://www.amyward.org/blog (SSL errors, unconfirmed directly) | authorship: single (on her own domain) | scale: Real personal blog confirmed to exist via search, exact volume unconfirmed. | red_flags: Claimed URL was wrong -- fireandfragrance.com has no mention of her at all. Real domain has a persistent SSL failure, needs manual check.			check_failed	2026-08-25T18:30:43.985354+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Loren Cunningham	YWAM International		practitioner_teacher	deceased	https://lorencunningham.com/	https://ywam.org/news/			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	books, global missions essays -- Source list marks this person deceased.	2026-08-19	False	real_url: https://lorencunningham.com/ | authorship: single | scale: Some written material exists (bio pieces, a final message) but reads as a memorial/legacy site with book sales, not an active blog. | red_flags: KNOWN-SUSPECT checked as requested: NOT parked/name-squatted -- legitimate-looking authorized memorial site (explicit 'Memorial' nav, footer credit to ywam.org), but exact ownership (estate vs. YWAM vs. publisher) not independently confirmed from the page alone. Any content should be treated as posthumously-curated, not a live personal blog.			check_failed	2026-08-25T18:30:44.245624+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Lindy Cofer	Lindy & The Circuit Riders		worship_leader_musician	unknown	https://lindycofer.com/	https://circuitriders.com/news/			FALSE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	NO written content, music/video	2026-08-19					looks_like_blog	2026-08-25T18:30:46.820172+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Darlene Cunningham	YWAM International		practitioner_teacher	unknown	https://darlenecunningham.com/	https://ywamkona.org/blog/			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	leadership letters, articles	2026-08-19	False	real_url: no verified blog exists | authorship: mixed -- confirmed misattribution risk | scale: Zero content confidently attributable to her. | red_flags: CRITICAL: claimed_main_url is a wrong-person domain collision with an unrelated novelist of the same name. The one shared org blog checked has posts bylined to other staff, not her.			check_failed	2026-08-25T18:30:47.457000+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	David Hamilton	YWAM University of the Nations		practitioner_teacher	unknown	https://ywamkona.org/	https://ywamkona.org/blog/			TRUE	standard copyright	large academic	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	academic papers, biblical studies	2026-08-19	False	real_url: https://ywamkona.org/blog/ (org blog, not his) | authorship: mixed | scale: 10+ posts but none attributed to him; he appears once as a podcast guest. | red_flags: Misattribution risk if this org blog were credited to him.			check_failed	2026-08-25T18:30:47.880561+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Paul Eshleman	Jesus Film Project / Finishing the Task		practitioner_teacher	unknown	https://jesusfilm.org/	https://www.cru.org/us/en/news.html			TRUE	PUBLIC DOMAIN / open missional access	large coalition	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	global strategy reports, articles	2026-08-19	False	real_url: https://www.jesusfilm.org/blog/ | authorship: mixed | scale: Org blog active but nothing attributed to him personally. | red_flags: Only content found is a multi-author org blog -- misattribution risk if ingested under his name.			check_failed	2026-08-25T18:30:48.191678+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Steve Douglass	Cru (Campus Crusade)		practitioner_teacher	unknown	https://www.cru.org/	https://www.cru.org/us/en/blog.html			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	leadership articles, books	2026-08-19	False	real_url: https://www.cru.org/us/en/blog.html | authorship: mixed | scale: Large multi-author org blog, nothing his. | red_flags: He died Oct 2022 -- not reflected in source data's living_or_deceased field. Org blog only, never attribute to him.			check_failed	2026-08-25T18:30:48.483045+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Mark Gauthier	Cru USA		practitioner_teacher	unknown	https://www.cru.org/	https://www.cru.org/us/en/blog.html			TRUE	standard copyright	large	Round 1, Seed D (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	ministry articles, op-eds	2026-08-19	False	real_url: https://www.cru.org/us/en/about/our-leadership/cru-leadership/mark-gauthier.html | authorship: mixed | scale: None personally his on Cru's large multi-staff blog. | red_flags: Not a viable single-teacher source.			check_failed	2026-08-25T18:30:48.724835+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Michael Koulianos	Jesus Image / Jesus School	Orlando FL	practitioner_teacher	unknown	https://jesusimage.tv/	https://jesusimage.tv/articles/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	newsletter, books, articles -- Ministry organization 'Jesus Image' already exists as a corpus source; see corpus_match_notes.	2026-08-19	unclear -- blocked	real_url: https://jesusimage.tv/articles/ (403 on every attempt) | authorship: unclear | scale: Unable to verify -- bot-blocked. | red_flags: Low-confidence false; domain suggests video/podcast-first. Needs a manual browser check.			looks_like_blog	2026-08-25T18:30:50.578636+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	TRUE	Daniel Kolenda	CfaN / Nations Church	Orlando FL	practitioner_teacher	unknown	https://danielkolenda.com/	https://danielkolenda.com/blog/			TRUE	standard copyright	large + local church	Round 1, Seed E (Send Conference network map)	Matches existing corpus source 'Daniel Kolenda' (id 656d6590-de62-4c8e-8c84-7587545582c9).	Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	extensive blog, books, press	2026-08-19	False	real_url: https://danielkolenda.com/category/articles/teachings-articles/ | authorship: single byline, not original written content | scale: ~10+ entries, each only 50-200 words of intro framing an embedded video. | red_flags: Not genuine written teaching content -- video-companion index, despite being an existing corpus source via another channel.			check_failed	2026-08-25T18:30:51.597893+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Todd White	Lifestyle Christianity		practitioner_teacher	unknown	https://lifestylechristianity.com/	https://lifestylechristianity.com/blog/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	training manuals, devotionals	2026-08-19	True	real_url: https://lifestylechristianityu.com/author/toddwhite/ | authorship: single | scale: 5 posts visible with pagination, Nov 2025-Feb 2026. | red_flags: Claimed URL dead -- real content is on a different domain (the university site, not his ministry's main domain). Verify these are full essays, not short snippets.			check_failed	2026-08-25T18:30:51.866427+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Jessica Koulianos	Jesus Image		practitioner_teacher	unknown	https://jesusimage.tv/	https://jesusimage.tv/articles/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	ministry essays -- Ministry organization 'Jesus Image' already exists as a corpus source; see corpus_match_notes.	2026-08-19	unclear -- blocked	real_url: https://jesusimage.tv/authors/jessica-koulianos/ (403 on every attempt) | authorship: unclear, shares domain with Michael Koulianos | scale: Unknown -- bot-blocked. | red_flags: Needs a follow-up check with a browser-capable tool before ingestion.			looks_like_blog	2026-08-25T18:30:53.299065+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Benny Hinn	Benny Hinn Ministries		practitioner_teacher	unknown	https://www.bennyhinn.org/	https://www.bennyhinn.org/articles/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	teaching articles, books	2026-08-19	True	real_url: https://www.bennyhinn.org/your-faith-walk-blog/ | authorship: byline is 'Benny Hinn Ministries', not him personally -- authorship uncertain | scale: Weekly posts through Aug 2026, actively maintained. | red_flags: Byline says the ministry, not him -- real misattribution risk if ingested as his personal words. Heavily donation-driven.			check_failed	2026-08-25T18:30:53.607842+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Reinhard Bonnke	CfaN		practitioner_teacher	deceased	https://reinhardbonnke.com/	https://cfan.org/news			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, books, legacy blog -- Source list marks this person deceased.	2026-08-19	False	real_url: https://cfan.org/reinhard-bonnke (bio only) | authorship: mixed | scale: cfan.org news is crusade reports, not his writing. | red_flags: KNOWN-SUSPECT checked: reinhardbonnke.com has an EXPIRED SSL cert -- lapsed/abandoned, not name-squatted. Deceased status consistent with findings. No personal writing anywhere.			looks_like_blog	2026-08-25T18:30:55.358771+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Steffany Gretzinger	Jesus School / worship		worship_leader_musician	unknown	https://steffanygretzinger.com/				FALSE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	NO written content	2026-08-19					check_failed	2026-08-25T18:30:56.606552+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Brother Yun	Back to Jerusalem		practitioner_teacher	unknown	https://backtojerusalem.com/	https://backtojerusalem.com/blog/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	missions letters, articles	2026-08-19	False	real_url: https://backtojerusalem.com/ | authorship: mixed | scale: Substantial org content, none personally bylined. | red_flags: No personal site found anywhere; high misattribution risk if org content credited to him.			check_failed	2026-08-25T18:30:59.352684+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Russell Benson	CfaN Global		practitioner_teacher	unknown	https://cfan.org/	https://cfan.org/news			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	global campaign reports	2026-08-19	False	real_url: https://cfan.org/news | authorship: mixed | scale: Press-release style campaign reports, not teaching. | red_flags: No content authored by or about him found at all.			looks_like_blog	2026-08-25T18:31:01.000891+00:00	FALSE	FALSE	FALSE	FALSE			
